index,status,card_present_flag,account,currency,long_lat,txn_description,merchant_id,first_name,balance,date,gender,age,merchant_suburb,merchant_state,extraction,amount,transaction_id,country,customer_id,merchant_long_lat,movement
9974,authorized,1.0,ACC-574997646,AUD,150.79 -33.64,POS,991be0c2-f5b5-4174-9265-97d1607603ff,Mackenzie,5076.49,16/10/2018,F,18,Rosemeadow,NSW,2018-10-16T09:34:04.000+0000,14.55,1c290fa7cf0f4ef99e223ef2727538a4,Australia,CUS-586638664,150.8 -34.1,debit
9975,authorized,1.0,ACC-1973887809,AUD,115.78 -31.90,POS,f533b17f-77c7-4401-bbe7-831a2e8ef1fc,Antonio,7333.02,16/10/2018,M,26,Joondalup,WA,2018-10-16T09:39:59.000+0000,5.45,8292778d93c24fe1bf18aae511fd7241,Australia,CUS-1646621553,115.76 -31.74,debit
9976,authorized,1.0,ACC-854938045,AUD,147.63 -22.84,POS,331ab704-9468-460b-b677-4c170a3cc5b9,James,14518.28,16/10/2018,M,28,Tieri,QLD,2018-10-16T09:45:55.000+0000,18.59,a0f441ac97274061b46f25aa6585f1c9,Australia,CUS-4023861240,148.34 -23.04,debit
9977,authorized,1.0,ACC-3827517394,AUD,151.12 -33.89,POS,de440092-1855-4457-9f2f-746d3a78dfcd,Craig,44197.98,16/10/2018,M,28,Wallaroo,SA,2018-10-16T09:51:50.000+0000,19.38,3268e9165ac94a0fa3abbaf8cb8e648c,Australia,CUS-2663907001,137.63 -33.93,debit
9978,authorized,1.0,ACC-3827517394,AUD,151.12 -33.89,SALES-POS,55a2dec8-0dad-4af2-86cc-c430c8a1906d,Craig,44185.05,16/10/2018,M,28,Alexandria,NSW,2018-10-16T09:57:45.000+0000,12.93,c8f8ef9a05d54fe8a9efe21b2ac36625,Australia,CUS-2663907001,151.2 -33.9,debit
9979,authorized,1.0,ACC-1652235822,AUD,144.89 -37.81,SALES-POS,cd32bde7-1b61-404e-b093-3ba8ed7f5ebf,Renee,21119.06,16/10/2018,F,38,Mount Gambier,SA,2018-10-16T10:05:47.000+0000,34.27,e1aa7e15c3fb4acfb11249c81907a683,Australia,CUS-2206365095,140.79 -37.83,debit
9980,authorized,1.0,ACC-602667573,AUD,151.23 -33.96,SALES-POS,39d7df49-d246-45c6-bb90-5e4b3a3b003b,Michael,20343.4,16/10/2018,M,40,Sydney,NSW,2018-10-16T10:15:08.000+0000,16.38,accb32223c16499d8bd4a38276e3c1f6,Australia,CUS-2031327464,151.21 -33.87,debit
9981,authorized,0.0,ACC-3827517394,AUD,151.12 -33.89,SALES-POS,9057689e-9b2a-41e0-8e05-a3084a5fd52a,Craig,44133.41,16/10/2018,M,28,Ryde,NSW,2018-10-16T10:24:29.000+0000,22.64,9af25b6cda294c41885f33ec33ceaafa,Australia,CUS-2663907001,151.1 -33.8,debit
9982,authorized,1.0,ACC-964839203,AUD,146.92 -36.07,POS,379e1521-2ea5-425f-ad97-dee5854ba7bd,Michael,40165.89,16/10/2018,M,21,Nelly Bay,QLD,2018-10-16T10:33:49.000+0000,33.17,bdd6005f5c9948198b2a720b32982b24,Australia,CUS-2059096722,146.86 -19.16,debit
9983,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,POS,96bf0a2c-2a73-4486-8228-8aa93ae68ba4,Michael,1242.89,16/10/2018,M,38,Liverpool,NSW,2018-10-16T10:43:10.000+0000,7.97,1dcbf619b995469da9956a1d291bd459,Australia,CUS-2142601169,150.92 -33.92,debit
9984,authorized,1.0,ACC-2673069055,AUD,152.99 -27.49,SALES-POS,d5a06bfa-b121-4870-a904-4693e09b6c8a,Richard,15240.4,16/10/2018,M,24,Port Macquarie,NSW,2018-10-16T10:52:31.000+0000,44.18,4e0056ab1d304d238ae5086e72ba170b,Australia,CUS-51506836,152.92 -31.46,debit
9987,authorized,0.0,ACC-1973887809,AUD,115.78 -31.90,POS,bd9d0f31-1f40-4a97-a4fd-f6af9852878f,Antonio,7320.95,16/10/2018,M,26,South Perth,WA,2018-10-16T11:06:03.000+0000,12.07,51cac920ca09451ca1621d8e81a4045e,Australia,CUS-1646621553,115.86 -31.98,debit
9988,authorized,1.0,ACC-1443681913,AUD,150.92 -33.77,POS,a1393fa3-196b-4b47-bc66-91e287c25733,Ryan,3738.7,16/10/2018,M,31,North Sydney,NSW,2018-10-16T11:36:21.000+0000,24.08,f9b1dd68094246a08a66118b7ae700df,Australia,CUS-3129499595,151.21 -33.84,debit
9991,authorized,1.0,ACC-3485804958,AUD,138.52 -35.01,SALES-POS,4b65c92b-c330-4dae-9c64-e8b53a8030f4,Jessica,27900.66,16/10/2018,F,34,Golden Grove,SA,2018-10-16T12:05:56.000+0000,23.38,1672a7953f8f4fb48fc8d27c75e8fdd8,Australia,CUS-1196156254,138.69 -34.79,debit
9992,authorized,1.0,ACC-1652235822,AUD,144.89 -37.81,POS,e9f5301e-34d7-472b-93fc-58f95441845d,Renee,21098.54,16/10/2018,F,38,Brunswick West,VIC,2018-10-16T12:32:58.000+0000,20.52,3f155f42f3e149cb87fcacb5b4be1a21,Australia,CUS-2206365095,144.94 -37.76,debit
9993,authorized,0.0,ACC-2265520058,AUD,151.27 -33.85,POS,2168f07b-f8db-4d7b-8d06-5cd3fd85a4f9,Catherine,5974.61,16/10/2018,F,26,Maroubra,NSW,2018-10-16T12:59:59.000+0000,23.52,e10247f3439041fba36fd15dfcf27895,Australia,CUS-331942311,151.26 -33.95,debit
9995,authorized,1.0,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,f615f510-c224-47c2-b90f-c3e9e0e21fbb,Rhonda,5113.87,16/10/2018,F,40,Cleveland,QLD,2018-10-16T13:27:01.000+0000,17.55,d64c39ca77bc453fabef37e6e5938b2b,Australia,CUS-1614226872,153.27 -27.53,debit
9996,authorized,1.0,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,40e43616-d48e-4eae-8155-53c22d10f766,Rhonda,5107.5,16/10/2018,F,40,Brisbane,QLD,2018-10-16T13:54:03.000+0000,6.37,40a18204e6c740eca592d60ee203e876,Australia,CUS-1614226872,153.02 -27.47,debit
10002,authorized,1.0,ACC-3485804958,AUD,138.52 -35.01,SALES-POS,19888e96-b5ce-4fdc-af64-60accbb64263,Jessica,27866.77,16/10/2018,F,34,Lidcombe,NSW,2018-10-16T14:21:39.000+0000,33.89,3964021a8ab844c98ec671f767bc4b9d,Australia,CUS-1196156254,151.06 -33.86,debit
10003,authorized,1.0,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,af8c71f9-7ff7-42f6-8a8e-11cf83ac7c56,Jeffrey,4824.84,16/10/2018,M,30,Woolloongabba,QLD,2018-10-16T14:49:26.000+0000,141.15,dc9b1530d6204c379685ffaf9cebee13,Australia,CUS-860700529,153.04 -27.5,debit
10005,authorized,1.0,ACC-1652235822,AUD,144.89 -37.81,POS,91cb3503-88f3-4362-9445-27ed2021ed83,Renee,21075.33,16/10/2018,F,38,Brunswick East,VIC,2018-10-16T15:11:28.000+0000,23.21,6b1ac30ca69b4a529111cd6d7bcd25c6,Australia,CUS-2206365095,144.97 -37.77,debit
10006,authorized,0.0,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,dd2927c4-ccc2-4aa7-be03-ca93ae8f77ad,Joseph,1745.27,16/10/2018,M,37,Aratula,QLD,2018-10-16T15:29:59.000+0000,18.2,0506ae11c3d44077b98b10a77200247d,Australia,CUS-2695611575,152.55 -27.98,debit
10007,authorized,1.0,ACC-2890243754,AUD,153.32 -27.93,SALES-POS,fe7abc57-7936-469d-90fc-1dfa5c738593,Joseph,1724.74,16/10/2018,M,37,Southport,QLD,2018-10-16T15:48:31.000+0000,20.53,856ef842231f42ca97553d8f3abd6469,Australia,CUS-2695611575,153.41 -27.98,debit
10013,authorized,0.0,ACC-2014856841,AUD,144.99 -37.90,POS,1ea0300f-e1ee-45ce-804e-d17af5bfe792,Patrick,265903.69,16/10/2018,M,46,Hawthorn,VIC,2018-10-16T16:11:52.000+0000,67.93,86a72510b30a45c687d97682a22c8024,Australia,CUS-2370108457,145.04 -37.82,debit
10014,authorized,0.0,ACC-1279356312,AUD,144.79 -37.73,SALES-POS,6f72f36a-e75c-4b21-8080-4ce4306c2cfb,Tyler,9992.3,16/10/2018,M,44,Blackburn,VIC,2018-10-16T16:43:07.000+0000,33.42,e9e31331ceb0487a9bdee503093652e2,Australia,CUS-1892177589,145.15 -37.83,debit
10023,authorized,1.0,ACC-3084464802,AUD,145.15 -37.76,POS,c1f171fb-c1af-48c8-84dc-4dd05f6e3f1a,Susan,8978.91,16/10/2018,F,19,Melbourne,VIC,2018-10-16T17:15:51.000+0000,6.04,bf30bb078da349f7b36f211bc14f762f,Australia,CUS-1928710999,144.96 -37.81,debit
10024,authorized,1.0,ACC-240804743,AUD,121.48 -30.75,SALES-POS,3505551c-2dfe-41a4-9c7b-d36bd70ea869,Kenneth,22358.08,16/10/2018,M,29,Oakleigh,VIC,2018-10-16T17:50:20.000+0000,18.02,a05eaa3d560f4c80a90c6cac2710c587,Australia,CUS-261674136,145.09 -37.9,debit
10028,authorized,1.0,ACC-3481401842,AUD,115.74 -31.72,SALES-POS,13135f2d-c816-407c-bab7-92c899699b90,Tiffany,7316.93,16/10/2018,F,25,North Haven,NSW,2018-10-16T18:27:41.000+0000,26.83,94cdd677e1ec4a0fa8b0ce1f372f5271,Australia,CUS-1669695324,152.82 -31.64,debit
10031,authorized,1.0,ACC-240804743,AUD,121.48 -30.75,SALES-POS,04f1f4ef-1ffa-4038-9ff2-e2924bdd6efb,Kenneth,22315.43,16/10/2018,M,29,Ashmore,QLD,2018-10-16T19:06:57.000+0000,42.65,60dfb23e147649759e6300c693a84828,Australia,CUS-261674136,153.34 -27.98,debit
10032,authorized,1.0,ACC-3954677887,AUD,115.72 -32.28,POS,e62512ac-6ed5-474c-8745-4cc82b13ad94,Ruth,8660.01,16/10/2018,F,47,Port Augusta,SA,2018-10-16T19:50:26.000+0000,17.0,6d50a533f9ea41d7807d75b8d0812c7c,Australia,CUS-3716701010,137.77 -32.49,debit
10036,authorized,1.0,ACC-4258502723,AUD,145.45 -37.74,SALES-POS,bea37606-1f00-4ba7-8d06-a8f9b30902e7,Kimberly,5867.51,16/10/2018,F,24,Melbourne,VIC,2018-10-16T20:18:34.000+0000,7.82,2c57948658f0495ea295247ed2ea349d,Australia,CUS-3378712515,144.95 -37.82,debit
10037,authorized,1.0,ACC-602667573,AUD,151.23 -33.96,SALES-POS,b1a88e2a-7b07-4cb0-bc9b-547dd5d70f85,Michael,20336.91,16/10/2018,M,40,Margaret River,WA,2018-10-16T20:42:22.000+0000,6.49,22690c60f461469c86f4f416153fd7fc,Australia,CUS-2031327464,115.07 -33.95,debit
10039,authorized,1.0,ACC-182446574,AUD,116.06 -32.00,SALES-POS,7e2d1c13-5e8b-479a-9654-a927787c2688,Tonya,9676.52,16/10/2018,F,27,Balcatta,WA,2018-10-16T21:04:48.000+0000,31.01,b7d8e3da7ea04554b127550773489f2d,Australia,CUS-3026014945,115.81 -31.86,debit
10040,authorized,1.0,ACC-80388494,AUD,144.97 -37.42,POS,8f6ba2e6-3049-4545-a336-ba96cfb670ec,Dustin,7255.05,16/10/2018,M,28,Reservoir,VIC,2018-10-16T21:23:19.000+0000,11.08,7ca51b35c152438486ef39bcd85cd8cf,Australia,CUS-1140341822,145.01 -37.72,debit
10041,authorized,1.0,ACC-1443681913,AUD,150.92 -33.77,SALES-POS,debb3faa-5710-46cd-8b3f-a25cf698b0bb,Ryan,4713.45,16/10/2018,M,31,Saint Ives,NSW,2018-10-16T21:41:51.000+0000,21.49,521117792c2945e8a10b77d8687002cd,Australia,CUS-3129499595,151.17 -33.72,debit
10042,authorized,1.0,ACC-80388494,AUD,144.97 -37.42,SALES-POS,d35d0f8c-91f8-450f-990c-0b9f66b92ef3,Dustin,7212.42,16/10/2018,M,28,Sydney,NSW,2018-10-16T22:00:39.000+0000,42.63,15fc471895c042cf85f3093cba064677,Australia,CUS-1140341822,151.21 -33.87,debit
10043,authorized,0.0,ACC-3827517394,AUD,151.12 -33.89,SALES-POS,9d51aada-0f7e-4664-aa5d-6119a888f759,Craig,44006.94,16/10/2018,M,28,Sydney,NSW,2018-10-16T22:33:59.000+0000,126.47,66275b4077d542628b4ea493ae06d743,Australia,CUS-2663907001,151.21 -33.87,debit
10046,authorized,1.0,ACC-2920611728,AUD,144.96 -37.76,POS,450383c0-a70a-4ef2-8381-3fa1d3e86523,Tyler,9038.29,16/10/2018,M,69,Eastwood,VIC,2018-10-16T23:21:59.000+0000,25.66,76bb1ff68d2c40689a6c87ac70a76441,Australia,CUS-1388323263,147.63 -37.81,debit
10047,authorized,1.0,ACC-80388494,AUD,144.97 -37.42,POS,b8e8c92e-b8ae-427c-ad12-350707c77b74,Dustin,7165.46,17/10/2018,M,28,Glen Iris,VIC,2018-10-17T01:01:28.000+0000,46.96,2ef43b2327e94812a4a3861dd6fc8103,Australia,CUS-1140341822,145.05 -37.86,debit
10048,authorized,1.0,ACC-182446574,AUD,116.06 -32.00,POS,ee098a44-5d1d-4e28-a009-462b3ee33f84,Tonya,9670.7,17/10/2018,F,27,Subiaco,WA,2018-10-17T01:19:59.000+0000,5.82,624c258b723f4a92a5de0c8494f96235,Australia,CUS-3026014945,115.83 -31.94,debit
10049,authorized,0.0,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,eacf62b4-9734-46ef-9786-745c8e7d3b17,Jeffrey,4636.78,17/10/2018,M,30,Maroochydore,QLD,2018-10-17T01:38:31.000+0000,23.06,d35553c1ca9a4dacba6cc88198b56f5f,Australia,CUS-860700529,153.08 -26.66,debit
10050,authorized,1.0,ACC-1683215619,AUD,138.67 -34.86,POS,202453f5-0691-418b-9164-0ccab8209fe3,Barry,6924.75,17/10/2018,M,38,Strathpine,QLD,2018-10-17T01:57:02.000+0000,111.83,5ef4f1fffc924283b2fc605add3f1d24,Australia,CUS-1604596597,152.99 -27.31,debit
10054,authorized,1.0,ACC-1799207998,AUD,150.68 -33.79,POS,ea4fd943-650a-49f8-befb-81e5770baade,Susan,8610.55,17/10/2018,F,20,Lane Cove,NSW,2018-10-17T02:32:18.000+0000,282.61,2f19289c853c4d6e9b18e8f8a8a371ce,Australia,CUS-164374203,151.16 -33.81,debit
10055,authorized,1.0,ACC-3100725361,AUD,145.73 -17.03,SALES-POS,31720751-95ab-4d30-b2ee-5a9c3b96b036,Ronald,5072.18,17/10/2018,M,25,Edmonton,QLD,2018-10-17T04:07:35.000+0000,37.87,e98f4380ac754d5fab3ea74e28be743d,Australia,CUS-2178051368,145.75 -17.02,debit
10056,authorized,1.0,ACC-80388494,AUD,144.97 -37.42,SALES-POS,86f6f266-ca2e-4a5e-b563-2a40bda8d2e0,Dustin,7118.45,17/10/2018,M,28,Melbourne,VIC,2018-10-17T04:42:04.000+0000,47.01,c7dc2ca31ebd44f6beb736f82c16bba7,Australia,CUS-1140341822,144.96 -37.82,debit
10061,authorized,1.0,ACC-559365433,AUD,147.31 -42.88,SALES-POS,c5f7193d-4597-494d-8359-42bd19d9866a,Mary,3764.35,17/10/2018,F,64,Parkdale,VIC,2018-10-17T06:42:51.000+0000,11.34,4a7270096128477b9c0f94d97e1a595a,Australia,CUS-1654129794,145.08 -37.99,debit
10066,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,SALES-POS,e14b1577-0809-44e7-8af3-f5ce6bcbfc25,Michael,2230.78,17/10/2018,M,38,Sydney,NSW,2018-10-17T07:36:39.000+0000,14.24,a79e7d250eac4c75bcae0d0fcc196f16,Australia,CUS-2142601169,151.18 -33.93,debit
10070,authorized,1.0,ACC-3827517394,AUD,151.12 -33.89,SALES-POS,fd00ae18-d442-4dcc-8717-52651cb54198,Craig,43975.45,17/10/2018,M,28,Liverpool,NSW,2018-10-17T08:04:46.000+0000,31.49,adcf90c52f0a4725a7fd71367caebfcc,Australia,CUS-2663907001,150.92 -33.92,debit
10071,authorized,1.0,ACC-1683215619,AUD,138.67 -34.86,SALES-POS,b4dead9e-8770-4cc4-abe9-9609b336fe4f,Barry,6914.1,17/10/2018,M,38,Walkerville,SA,2018-10-17T08:15:39.000+0000,10.65,7fdd4dcbed0845ab9ec618cd70346235,Australia,CUS-1604596597,138.61 -34.89,debit
10072,authorized,0.0,ACC-240804743,AUD,121.48 -30.75,SALES-POS,e28c426d-cbef-4e2d-aa06-1ba0b6b1902f,Kenneth,22297.31,17/10/2018,M,29,Boggabri,NSW,2018-10-17T08:26:31.000+0000,18.12,68c66d2530b145a8b2d7dc6c93074321,Australia,CUS-261674136,150.04 -30.7,debit
10073,authorized,1.0,ACC-3954677887,AUD,115.72 -32.28,POS,e410750c-3db2-4bcb-ac4f-28ff88ced0cc,Ruth,8534.49,17/10/2018,F,47,Kelmscott,WA,2018-10-17T08:37:23.000+0000,125.52,54f15609599942cfbda691a74213b7e2,Australia,CUS-3716701010,116.02 -32.12,debit
10074,authorized,1.0,ACC-1652235822,AUD,144.89 -37.81,POS,a110d5b8-126f-494c-9231-71640252c2dc,Renee,21050.61,17/10/2018,F,38,Dawes Point,NSW,2018-10-17T08:48:15.000+0000,24.72,71aae7d56270408e9d0e2b16ba7fbc6c,Australia,CUS-2206365095,151.21 -33.86,debit
10075,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,SALES-POS,03a40eb3-377c-4693-9202-6f237e87f1f2,Michael,2190.74,17/10/2018,M,38,Baulkham Hills,NSW,2018-10-17T08:59:07.000+0000,40.04,64edf66dc6b544fa9196e9355877a9cc,Australia,CUS-2142601169,150.97 -33.73,debit
10078,authorized,1.0,ACC-1973887809,AUD,115.78 -31.90,SALES-POS,2d50d665-7ad1-452b-9a47-f7d45e69139f,Antonio,7294.85,17/10/2018,M,26,Dianella,WA,2018-10-17T09:04:15.000+0000,26.1,09bd8c5564fe4d74a002f4d34943abb5,Australia,CUS-1646621553,115.87 -31.9,debit
10079,authorized,1.0,ACC-854938045,AUD,147.63 -22.84,SALES-POS,b34457a8-f092-422d-b39d-44828e15d69c,James,14510.99,17/10/2018,M,28,Newman,WA,2018-10-17T09:08:53.000+0000,7.29,a2e22c187a724302a9df1dd75b8564f3,Australia,CUS-4023861240,119.79 -22.98,debit
10080,authorized,1.0,ACC-3481401842,AUD,115.74 -31.72,POS,60913e24-0ec9-4129-af9d-59a513c50558,Tiffany,7305.03,17/10/2018,F,25,Taree,NSW,2018-10-17T09:13:31.000+0000,11.9,a7d34715fea44cc38514ba6346938cc1,Australia,CUS-1669695324,152.46 -31.91,debit
10081,authorized,1.0,ACC-2673069055,AUD,152.99 -27.49,POS,509e8d7a-013c-41ec-a2a9-06b5bc7bb487,Richard,15223.7,17/10/2018,M,24,Oxley,QLD,2018-10-17T09:18:08.000+0000,16.7,71056574727a45e1854a92e70ce34427,Australia,CUS-51506836,152.98 -27.58,debit
10082,authorized,1.0,ACC-1056639002,AUD,145.03 -37.91,SALES-POS,138d4caf-1025-4013-a659-628b4148eb08,Michael,53539.49,17/10/2018,M,22,Sydney,NSW,2018-10-17T09:22:46.000+0000,33.81,beca5964e7ac49b79aa171e29f7d266f,Australia,CUS-3462882033,151.2 -33.87,debit
10083,authorized,1.0,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,d8bb12ed-2bac-4433-b623-3f1b83d85195,Jeffrey,4614.78,17/10/2018,M,30,Highfields,QLD,2018-10-17T09:27:24.000+0000,22.0,e2c5395dbce345119bd76d64a86ebbfd,Australia,CUS-860700529,151.94 -27.45,debit
10084,authorized,1.0,ACC-1903037542,AUD,153.05 -27.61,SALES-POS,09f296a0-890e-41a3-9060-7c31399a94c9,Jeffrey,4600.93,17/10/2018,M,30,Southport,QLD,2018-10-17T09:32:02.000+0000,13.85,584bf78e6dba4a37928dd0980b8aa2ed,Australia,CUS-860700529,153.38 -27.96,debit
10085,authorized,0.0,ACC-2014856841,AUD,144.99 -37.90,SALES-POS,826e9398-cdcf-46fe-98e7-248b23e3f67c,Patrick,265817.75,17/10/2018,M,46,Scoresby,VIC,2018-10-17T09:36:39.000+0000,63.94,bf70d2a02bd2410d979d91594815fa5a,Australia,CUS-2370108457,145.26 -37.89,debit
10086,authorized,1.0,ACC-1799207998,AUD,150.68 -33.79,POS,6c2c896b-e02e-4d5e-86d6-af6651fb8b02,Susan,8587.81,17/10/2018,F,20,Macquarie Park,NSW,2018-10-17T09:41:17.000+0000,22.74,776ea758e6b44e79b207219f8a3c6f29,Australia,CUS-164374203,151.12 -33.78,debit
10087,authorized,1.0,ACC-1683215619,AUD,138.67 -34.86,POS,0b87405f-5f3f-4f41-9f9a-e8ad1fc726fb,Barry,6883.38,17/10/2018,M,38,Port Adelaide,SA,2018-10-17T09:45:55.000+0000,30.72,18e971b1ddb446229df24a2c3af8ca3b,Australia,CUS-1604596597,138.5 -34.85,debit
10088,authorized,1.0,ACC-854938045,AUD,147.63 -22.84,SALES-POS,1755f299-52e5-4489-a5ce-d86c236a351c,James,14340.19,17/10/2018,M,28,St Leonards,NSW,2018-10-17T09:50:33.000+0000,170.8,2ef69679b9264d9883d1cce0035dfc41,Australia,CUS-4023861240,151.19 -33.82,debit
10089,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,POS,24879f07-b76f-4d5f-a376-1f2720c0c29a,Michael,2177.54,17/10/2018,M,38,Saint Marys,NSW,2018-10-17T09:55:11.000+0000,13.2,2f554f38a594423bad4193faf8332069,Australia,CUS-2142601169,150.77 -33.77,debit
10090,authorized,1.0,ACC-3481401842,AUD,115.74 -31.72,POS,c93d3a14-a29c-4fde-b1df-93b331a66ffc,Tiffany,7250.05,17/10/2018,F,25,Chatswood,NSW,2018-10-17T09:59:48.000+0000,54.98,fa8c24c953cb438bbfc42243e334472e,Australia,CUS-1669695324,151.18 -33.8,debit
10096,authorized,1.0,ACC-240804743,AUD,121.48 -30.75,SALES-POS,ea74dd90-6681-4d97-bb41-7bf308fa6388,Kenneth,22277.49,17/10/2018,M,29,Brisbane City,QLD,2018-10-17T10:12:18.000+0000,19.82,f874f6a2ce4f462ca308b13efc02278f,Australia,CUS-261674136,153.03 -27.46,debit
10097,authorized,0.0,ACC-1683215619,AUD,138.67 -34.86,POS,541d1597-0657-48b1-95e4-340c4ba64956,Barry,6844.75,17/10/2018,M,38,Nowra,NSW,2018-10-17T10:25:07.000+0000,38.63,2371d2b7283442f19cdabfcc5be9a90a,Australia,CUS-1604596597,150.6 -34.87,debit
10098,authorized,1.0,ACC-1037050564,AUD,153.10 -27.66,SALES-POS,8d9595b6-812e-4e32-8a58-fedbe856b2f2,Rhonda,5055.31,17/10/2018,F,40,Subiaco,WA,2018-10-17T10:37:56.000+0000,52.19,807e935c5e9b4e699380dbe42d43b03a,Australia,CUS-1614226872,115.82 -31.95,debit
10099,authorized,1.0,ACC-1903037542,AUD,153.05 -27.61,POS,f4daf865-ec0a-4d8f-8126-3cb2c1df1367,Jeffrey,4594.2,17/10/2018,M,30,Carindale,QLD,2018-10-17T10:50:46.000+0000,6.73,500ffab7eedf4426950218c5808ab2b2,Australia,CUS-860700529,153.1 -27.5,debit
10100,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,POS,06ffce70-5bf8-461b-95d2-ea34885759c8,Michael,2169.19,17/10/2018,M,38,Kogarah,NSW,2018-10-17T11:01:23.000+0000,8.35,7e3b8c9a7d4d46eb918cb2ba3f2b3309,Australia,CUS-2142601169,151.13 -33.96,debit
10101,authorized,1.0,ACC-964839203,AUD,146.92 -36.07,POS,3b4cef6e-7b92-41cb-92cb-2602d25486b6,Michael,40136.27,17/10/2018,M,21,Hawthorn,VIC,2018-10-17T11:06:23.000+0000,29.62,99a787b5aa7f4d66a28f37a8fe97e2f4,Australia,CUS-2059096722,145.03 -37.82,debit
10102,authorized,0.0,ACC-38923874,AUD,151.27 -33.90,SALES-POS,86be90e3-7f20-41d1-8ea4-249270e45431,Ryan,43116.46,17/10/2018,M,38,Penrith,NSW,2018-10-17T11:11:23.000+0000,174.63,4bec5e9ef8fe4fdfb0bba4714007b76c,Australia,CUS-3249305314,150.69 -33.75,debit
10103,authorized,1.0,ACC-2673069055,AUD,152.99 -27.49,POS,8a98b3ba-f15c-43d6-b9a0-b7cc310e0dba,Richard,15213.62,17/10/2018,M,24,Wakerley,QLD,2018-10-17T11:16:23.000+0000,10.08,a973e495d5104115b82ea4a371e294e3,Australia,CUS-51506836,153.17 -27.49,debit
10104,authorized,1.0,ACC-3481401842,AUD,115.74 -31.72,POS,067767c3-69be-4909-95ab-d2615b66e6c7,Tiffany,7217.64,17/10/2018,F,25,Alexander Heights,WA,2018-10-17T11:21:23.000+0000,32.41,be2aac1a0ab94084acfafb5ebe5a2674,Australia,CUS-1669695324,115.85 -31.83,debit
10105,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,POS,e9569816-7d10-403a-8ca2-4ae5fffe10bb,Michael,2159.82,17/10/2018,M,38,Liverpool,NSW,2018-10-17T11:26:23.000+0000,9.37,13787ab3f1a14e37ad68fbd94a8c518b,Australia,CUS-2142601169,150.92 -33.92,debit
10106,authorized,0.0,ACC-414431115,AUD,142.77 -37.06,SALES-POS,3ca72510-6f2b-4705-8ec3-e09d10afab20,Amy,5645.41,17/10/2018,F,43,Castlemaine,VIC,2018-10-17T11:31:23.000+0000,15.28,91b9c0716ff243359b2700d175f2735c,Australia,CUS-2599279756,144.22 -37.07,debit
10107,authorized,1.0,ACC-90814749,AUD,151.68 -32.98,SALES-POS,c1c50ba6-c044-45ec-ba4e-55d9d566a6b6,Christopher,11234.53,17/10/2018,M,35,Newcastle,NSW,2018-10-17T11:36:23.000+0000,33.79,b7b05c4bd1b448a7bd2a36444c56ab96,Australia,CUS-1896554896,151.78 -32.93,debit
10108,authorized,1.0,ACC-2305712452,AUD,138.61 -34.89,SALES-POS,050d47c5-3c1a-49dc-a531-c1905cda6aa3,Debra,6639.69,17/10/2018,F,18,Adelaide,SA,2018-10-17T11:41:23.000+0000,17.41,3526434f51a747858bfcee5fb60c0d00,Australia,CUS-1842679196,138.6 -34.92,debit
10109,authorized,1.0,ACC-1799207998,AUD,150.68 -33.79,POS,9fa009d7-f6dc-4fa1-acf5-b531a01ebad7,Susan,8514.34,17/10/2018,F,20,Metricup,WA,2018-10-17T11:46:23.000+0000,34.47,08fd0e53b4bc4fcf9437cbe2166b3a1a,Australia,CUS-164374203,115.1 -33.8,debit
10110,authorized,1.0,ACC-1222300524,AUD,151.23 -33.94,POS,e597c518-a64e-4091-a7a2-0bf8bc8e7159,Michael,2150.47,17/10/2018,M,38,Bridgetown,WA,2018-10-17T11:51:23.000+0000,9.35,e12c3f0f058b47c5bf60c80b74943460,Australia,CUS-2142601169,116.14 -33.96,debit
10111,authorized,1.0,ACC-854938045,AUD,147.63 -22.84,POS,f9de03bb-805f-42aa-b888-1a771e5dc6da,James,14309.5,17/10/2018,M,28,Seville,VIC,2018-10-17T11:56:23.000+0000,30.69,977e51ebdc6141ad9bf2610e1e783bb5,Australia,CUS-4023861240,145.46 -37.78,debit
10117,authorized,1.0,ACC-1279356312,AUD,144.79 -37.73,POS,d4a0c2f1-5731-417e-a8a1-753e790c79a8,Tyler,9852.09,17/10/2018,M,44,Coburg,VIC,2018-10-17T12:05:05.000+0000,113.21,032dec970b814db78c01148797e42eb3,Australia,CUS-1892177589,144.97 -37.74,debit
10118,authorized,1.0,ACC-2249586092,AUD,115.98 -32.07,SALES-POS,80cb0710-5597-44ba-a71c-b72ac6f2a723,Edward,11507.3,17/10/2018,M,19,Girrawheen,WA,2018-10-17T12:23:16.000+0000,17.54,578cc27e962e4d9ba332a10be98136f6,Australia,CUS-443776336,115.83 -31.83,debit
